xline_all_values,yline_all_values,X_all_values,obj1,obj2,obj3,inc
243.7547706223378,1.0283589652871448e-05,"[np.float64(9.322395173135462), 0.1, np.float64(1.8651734966665021), 0.1, np.float64(0.4289357718481792), 1, np.float64(0.9759399731287903)]",243.7547706223378,1.0283589652871448e-05,41890240.24703562,0
244.3494191918757,1.0082108244811988e-05,"[np.float64(2.8631803984184407), np.float64(0.10392513181029692), 10, 0.1, 10, 1, 1]",244.3494191918757,1.0082108244811988e-05,30994261.883460063,0
246.95095053323766,9.963749876676886e-06,"[np.float64(4.1777938581579654), np.float64(1.710293029206154), np.float64(9.878082719450635), np.float64(1.2582377284776598), np.float64(7.305883855378244), np.float64(0.6999034118046004), np.float64(0.6653198542308401)]",246.95095053323766,9.963749876676886e-06,9793047.90976123,0
243.05844863770227,1.0320146076880958e-05,"[10, 0.1, np.float64(1.7544549167448134), 0.1, np.float64(0.33590915727238446), np.float64(0.9805327073712377), np.float64(0.9396058362464844)]",243.05844863770227,1.0320146076880958e-05,44704755.06605204,0
246.51335905291734,9.992687187642792e-06,"[np.float64(5.083208220916467), np.float64(0.8048830135318839), np.float64(9.521198208435424), np.float64(1.7806127214576692), np.float64(9.139029737683543), np.float64(0.869317993540907), np.float64(0.8939250207887002)]",246.51335905291734,9.992687187642792e-06,14495380.633319758,0
259.1545227833841,9.620885124143528e-06,"[np.float64(1.3371191255788895), 10, np.float64(7.873569877751939), 10, np.float64(1.0047278823425243), np.float64(0.08928022753365294), 0]",259.1545227833841,9.620885124143528e-06,2413104.0462619425,0
255.89518694777928,9.68339794498061e-06,"[np.float64(2.1135978738487875), np.float64(7.309558386348975), np.float64(8.701176235286272), np.float64(7.05592665808139), np.float64(2.6392136038932437), np.float64(0.24381563268331596), np.float64(0.15575945202959274)]",255.89518694777928,9.68339794498061e-06,2790455.14940135,0
245.73230254283226,1.0017747527312293e-05,"[np.float64(1.6170184809149235), np.float64(0.3790573039917963), np.float64(9.859531564166556), np.float64(1.3339897130116865), 10, 1, 1]",245.73230254283226,1.0017747527312293e-05,17601486.3871174,0
250.2240529859341,9.835822104566594e-06,"[np.float64(3.6041019165544386), np.float64(3.4709897264386935), np.float64(8.981000647064237), np.float64(3.635313912101318), np.float64(6.161262890618975), np.float64(0.5850365823123547), np.float64(0.5886865294339695)]",250.2240529859341,9.835822104566594e-06,5089585.094955707,0
258.5519564172171,9.625819693156416e-06,"[np.float64(1.8268429233822596), np.float64(9.702180655030087), np.float64(7.626238006612707), 10, np.float64(1.7621301295197282), np.float64(0.14767653667862643), np.float64(0.08941350670584484)]",258.5519564172171,9.625819693156416e-06,2589971.270360457,0
254.87193023951502,9.708353154516436e-06,"[np.float64(2.231834905950708), np.float64(6.594491155622275), np.float64(8.988758841578834), np.float64(5.978154018883144), np.float64(3.052337119586084), np.float64(0.2875014011591498), np.float64(0.1958799038142005)]",254.87193023951502,9.708353154516436e-06,2936972.649763637,0
251.95231981432215,9.787069730131747e-06,"[np.float64(2.709267929405699), np.float64(4.908654965220151), np.float64(9.450767922821216), np.float64(3.789382587643164), np.float64(5.046581772272222), np.float64(0.48099298691673087), np.float64(0.4146850298709414)]",251.95231981432215,9.787069730131747e-06,3876683.2133599827,0
250.56158869832595,9.828248498484375e-06,"[np.float64(4.060743772179901), np.float64(3.583732155802611), np.float64(8.938538887554754), np.float64(4.482471560179793), np.float64(6.8418834677281275), np.float64(0.6454446907295477), np.float64(0.6436734854802307)]",250.56158869832595,9.828248498484375e-06,5310154.941336181,0
247.38878160785944,9.945320974689744e-06,"[np.float64(4.256951364779419), np.float64(1.877127489325464), np.float64(9.715472047885163), np.float64(1.7459534541746615), np.float64(7.452233449633992), np.float64(0.7126899506426457), np.float64(0.6889310999009273)]",247.38878160785944,9.945320974689744e-06,8807997.10940963,0
258.175383901092,9.634515003300794e-06,"[np.float64(1.7492093637466262), np.float64(9.30474867591627), np.float64(8.001552869847336), np.float64(9.661287705554658), np.float64(1.8876016469260821), np.float64(0.17331068646937797), np.float64(0.10065416303497143)]",258.175383901092,9.634515003300794e-06,2582929.0024322663,0
257.72587287947164,9.640209241887457e-06,"[np.float64(2.1841674287726054), np.float64(8.970597080389549), np.float64(7.72781641970758), 10, np.float64(2.6159812942651612), np.float64(0.23310382401263816), np.float64(0.18949839685237996)]",257.72587287947164,9.640209241887457e-06,2778280.966646524,0
245.10459212017656,1.0051659669219661e-05,"[np.float64(4.120649387005973), np.float64(0.9079113487146353), 10, 0.1, np.float64(9.883192045762557), np.float64(0.9576648526451588), np.float64(0.9669499881521285)]",245.10459212017656,1.0051659669219661e-05,30108103.04679717,0
246.09414633755875,1.0003657523844178e-05,"[np.float64(4.803449256560021), np.float64(0.9392992859556877), np.float64(9.699369399992376), np.float64(1.2244363369985178), np.float64(8.55936509960826), np.float64(0.8151231246653537), np.float64(0.8181239095239707)]",246.09414633755875,1.0003657523844178e-05,14333421.790751193,0
245.4912001230933,1.002767906863278e-05,"[np.float64(1.2011866296458478), np.float64(0.25964798339357376), np.float64(9.929180220949373), np.float64(1.1770704712378128), 10, 1, 1]",245.4912001230933,1.002767906863278e-05,20132353.628726054,0
