xline_all_values,yline_all_values,X_all_values,obj1,obj2,obj3,inc
245.4290786837173,1.0028802290072233e-05,"[np.float64(1.4948234881879552), np.float64(0.8439480688979544), np.float64(8.923305188492133), 0.1, np.float64(5.360911932781257), np.float64(0.09540178943615776), 0]",245.4290786837173,1.0028802290072233e-05,21383628.390865102,0
247.9999109964229,9.919628444491021e-06,"[np.float64(3.0393159841349053), np.float64(2.8855613273789267), 10, np.float64(1.0010848937397352), np.float64(5.189247244769202), 0, 0]",247.9999109964229,9.919628444491021e-06,7634026.480646215,0
247.5342145788478,9.939102555817553e-06,"[np.float64(2.904376780018859), np.float64(2.664848810124776), 10, np.float64(0.6587519238680912), np.float64(5.22914859399857), 0, 0]",247.5342145788478,9.939102555817553e-06,9586416.77299677,0
245.7919521559228,1.0011573573092945e-05,"[np.float64(1.7563356724752464), np.float64(1.1889197579526725), np.float64(9.104297119148185), 0.1, np.float64(5.3322649177048405), np.float64(0.08132947274168689), 0]",245.7919521559228,1.0011573573092945e-05,21474289.255831394,0
253.45718712497728,9.743210358022262e-06,"[np.float64(4.717639240585967), np.float64(5.825543615137192), np.float64(8.569470531081512), np.float64(6.322677565280972), np.float64(4.578369869887936), np.float64(0.13254950484819472), np.float64(0.27464713900407284)]",253.45718712497728,9.743210358022262e-06,3971220.102128348,0
246.0733069643362,9.999596751211624e-06,"[np.float64(2.3880592837678005), np.float64(1.620979167159537), np.float64(9.655225656643399), 0.1, np.float64(5.499078067934765), np.float64(0.016741894048515147), np.float64(0.05879948011825875)]",246.0733069643362,9.999596751211624e-06,23120882.772981524,0
252.65059082378778,9.763474203446412e-06,"[np.float64(4.951316069910573), np.float64(5.785830441491462), np.float64(7.8007585806625634), np.float64(4.644691193742823), np.float64(4.609613542210596), np.float64(0.3223928796354199), np.float64(0.2626526838643066)]",252.65059082378778,9.763474203446412e-06,4401011.37488363,0
255.21967224686543,9.692913797661078e-06,"[np.float64(4.217173768035644), 10, np.float64(9.889396311664166), np.float64(9.64021435711257), np.float64(6.059936781328709), 0, np.float64(0.13024561644058613)]",255.21967224686543,9.692913797661078e-06,3492378.6700002616,0
246.62265217613609,9.974552378099715e-06,"[np.float64(2.157813798066203), np.float64(1.9135978071959219), np.float64(8.627011460577139), 0.1, np.float64(5.173551647866112), np.float64(0.12494318867323256), np.float64(0.03438422392178653)]",246.62265217613609,9.974552378099715e-06,21428429.19538036,0
250.5228350961171,9.82591736943978e-06,"[np.float64(3.7112035718843597), np.float64(4.078889534403621), np.float64(9.392773422956258), np.float64(3.219293631919377), np.float64(4.935072311391627), np.float64(0.05629733629431709), np.float64(0.11578509269228798)]",250.5228350961171,9.82591736943978e-06,4614809.671875327,0
