Mass/ECT [m^-1],Mass/FCT [mm^2/Pa],d1 [mm],d2 [mm],d3 [mm],d4 [mm],d5 [mm],X5,X6,w1,w2,r1 [mm],r2 [mm],ECT [m^3 x 10^-6],Mass [mm^2],FCT [Pa],Inc_bin
257.5335059826618,9.647529767030328e-06,0.9477870409612403,3.2211582131189713,4.2750077040447305,7.368445563125694,4.062904645719726,0.404721418275447,0.5618536860792476,1.411039659609291,2.769652925489649,2.284281864357228,4.389815606695208,257.5335059826618,9.647529767030328e-06,3543137.784271869,0
248.9442935083949,9.885631106988598e-06,6.342650887153966,1.4504158672759493,9.940308590131158,4.064356542955416,5.195074552324367,0.0,0.20904528684114038,1.0,1.0597415876953047,8.202979861405533,4.491176594542378,248.9442935083949,9.885631106988598e-06,7393218.341533691,0
258.5064743681139,9.62813496613627e-06,0.7051376409484111,3.6612524609857395,4.02630060093945,8.159850985678244,3.349446467628823,0.49810725689952484,0.6289461841270968,1.9817638211025081,4.282786018579842,2.3804562223611536,3.197298959168008,258.5064743681139,9.62813496613627e-06,3263132.480606776,0
251.12856246909925,9.820076910133861e-06,1.678104621422427,1.6446133027570728,6.233366087737947,4.492142809975482,6.7204340363561075,0.09343295263224242,0.25847423301300054,1.013962308869952,1.0999061399911523,5.156605816904077,5.295623364248642,251.12856246909925,9.820076910133861e-06,6099047.691948468,0
249.4939534588535,9.872775741304089e-06,6.11089212096181,1.3563167787929198,9.649854921658958,5.299441538046208,6.392219983602146,0.0,0.19004079558870257,1.0,1.048539770233235,7.557531633862299,4.506995304450282,249.4939534588535,9.872775741304089e-06,8334310.827726583,0
251.79100613374175,9.797519872481653e-06,1.5499740600671164,2.048196440487225,6.949956630371387,5.508761138198313,6.345633899678284,0.298784397871417,0.3547333661360107,1.1491924879648119,1.2561133000953377,5.919698180747203,6.079569256516457,251.79100613374175,9.797519872481653e-06,5246821.835562538,0
256.90887017511056,9.663796281746597e-06,1.1509902780710464,3.5595205637426943,5.094444282567431,8.28517110705419,3.7453686966795523,0.5535509427603746,0.6448930920096523,2.6391646180759603,4.801335148793605,3.3021087607459827,4.253458760478128,256.90887017511056,9.663796281746597e-06,3458837.704723371,0
253.85518464494683,9.739009050037674e-06,4.447457668750616,7.500562846572623,6.944267424992079,5.335759021938862,5.430082068738139,0.13408675753083,0.20173800989181978,1.024923710929789,1.0552020503983972,9.93532199911671,10.143920341557854,253.85518464494683,9.739009050037674e-06,4495573.60600309,0
249.37287269391888,9.882842681402449e-06,1.8218248530314067,1.368379925281673,8.601356968117418,4.363737739342694,7.749941130313416,0.24946990926500817,0.23926575202219252,1.0911720065794221,1.0821077492320776,4.350916304271903,4.582348489888807,249.37287269391888,9.882842681402449e-06,7648626.908450113,0
251.59286438762555,9.809095583752505e-06,1.2235649695423947,2.0446652419833145,7.356547385089591,5.712020628177941,6.671837245140931,0.33233116699337806,0.34961765285167296,1.206639973740021,1.2439041722519055,5.073416547745084,5.311120778330752,251.59286438762555,9.809095583752505e-06,5424888.194299079,0
252.7819834102563,9.767765785144267e-06,1.607227959748799,2.2607394122358695,6.515087557426462,6.0208855318222545,5.74888685239946,0.3483377092836731,0.418544614666686,1.2409379980725572,1.467980801922093,5.563547715598763,6.555716060594851,252.7819834102563,9.767765785144267e-06,4771442.12925358,0
254.20169006145053,9.727798463264043e-06,1.3836078988901206,2.5497963991270414,5.818867373545252,6.456406201969049,5.142503464445713,0.37305242652343273,0.4710467047585756,1.3048455660271165,1.7637544174271353,4.45517692762315,6.892763605150235,254.20169006145053,9.727798463264043e-06,4224345.178538588,0
252.3577950064202,9.77581813500281e-06,2.596510838483731,3.746709869491779,6.445792301247971,4.796769653094985,6.288197182150533,0.11577344798979797,0.2431839988777485,1.0194784927545992,1.0854883590882247,6.721477996924845,8.414804911817017,252.3577950064202,9.77581813500281e-06,4817066.734231826,0
250.43562648520785,9.841765419539378e-06,1.754466404287525,1.6419742316770318,7.532175669019068,4.775964567288378,7.070668520312593,0.22603116800872683,0.27130580700547435,1.0715468408194553,1.113667340205786,5.210770621243828,5.433302622931617,250.43562648520785,9.841765419539378e-06,6347637.207459276,0
247.01361573349203,9.973399118539204e-06,2.339319461336412,0.1,9.676501482334078,3.1368503795983314,9.189547315271906,0.0,0.042598494992936164,1.0,1.004922461910616,3.8147674367869615,3.9798885914389905,247.01361573349203,9.973399118539204e-06,25915832.21723544,0
258.135016787249,9.635313973227464e-06,1.0706260359840531,3.3653990869846933,4.011121638396298,7.7394620623214525,3.71468682195173,0.4155689166476782,0.5766734609096287,1.4551063341494872,3.0287504887168315,2.1287498688387627,4.144099564821044,258.135016787249,9.635313973227464e-06,3480705.3322528764,0
254.98990936214526,9.705885479885393e-06,1.3382912767830508,3.158450003158268,5.642216400167609,6.9551240413806585,4.585056372351131,0.5026700414912829,0.5748738472062357,2.0241531159966057,2.9953772717866283,4.578442731386128,6.664314999734122,254.98990936214526,9.705885479885393e-06,3832329.2849592776,0
247.10650768742693,9.97167272036429e-06,1.2280304548293057,0.40327935025169204,7.415131612671283,2.2862219352559743,8.802172167740453,0.0,0.000888462004633439,1.0,1.0000842588956236,3.9295469031596517,4.182293860695776,247.10650768742693,9.97167272036429e-06,15910818.211532896,0
250.18854768048757,9.850570302121727e-06,4.009754499821997,1.498094515167236,7.751068897611494,4.856816118755751,6.49239508552386,0.05626061298053665,0.2235383889070781,1.0069541676339964,1.0696971429981859,6.561842125829682,4.803387207615202,250.18854768048757,9.850570302121727e-06,7274306.9036608795,0
246.71851956526126,9.985688570196351e-06,3.216347239538072,0.46111660314761665,10.0,2.5477414816643744,9.388160293321734,0.14997895250336185,0.08304455884343562,1.0304497982881846,1.011757716599444,3.730616958339547,3.8833027699533775,246.71851956526126,9.985688570196351e-06,17355778.623083454,0
248.41344397153176,9.915846744151697e-06,1.8899547179704228,1.0126642031175241,9.025854188953584,3.6969777571572555,8.366815813489477,0.1845965734516939,0.17619022698610926,1.0456744017033721,1.0415216635297602,4.270249967389216,4.459260645956095,248.41344397153176,9.915846744151697e-06,9376477.416362794,0
250.7592169421818,9.830028726823458e-06,1.612291693444916,1.7302892680754258,7.297959982447773,4.852676675197335,6.928109529116558,0.23415716036670348,0.29152149531064453,1.0778786663641666,1.1389161621394308,5.511494867814025,5.6275055506581335,250.7592169421818,9.830028726823458e-06,5986225.770786437,0
266.19125216107307,9.523487766664722e-06,0.1,9.645485035403864,0.1,10.0,0.1,1.0,1.0,99.9173343071152,99.9173343071152,0.1380389708472972,0.13260946759488298,266.19125216107307,9.523487766664722e-06,2439424.8647049316,0
253.45616919516098,9.750099071308718e-06,1.4463275607506023,2.5840730086130597,6.318086722369574,6.533311208738683,5.404846264719156,0.39851134753037476,0.45207391008519276,1.3877162971619224,1.6401481915363711,5.577147229680553,6.716829951888127,253.45616919516098,9.750099071308718e-06,4443276.875172346,0
248.63524345042708,9.909683116657084e-06,2.168648669930877,0.9516308077090766,7.518064549285052,3.5013097901076162,7.9905761831439825,0.043052099716993295,0.11190020422237461,1.004985912454573,1.018439393227519,4.468790976734923,4.689662172303607,248.63524345042708,9.909683116657084e-06,9866023.676495485,0
253.58793585576223,9.744647661859456e-06,4.2444635899499445,6.866472196052699,6.940823932237216,5.279879478455418,5.589946842324367,0.1358612374032922,0.21128012811145458,1.025501559081601,1.061191793723679,9.92100391431404,10.166194603311824,253.58793585576223,9.744647661859456e-06,4531299.397933076,0
254.95454482423972,9.71224319612844e-06,1.1600986535720117,3.1525109273296277,5.647581616706447,7.361430519471246,4.723768071213153,0.4582103839260887,0.5064235884023911,1.6777992703593694,2.0603788878471363,5.013617690289962,6.117963029544756,254.95454482423972,9.71224319612844e-06,3947104.524212667,0
249.8130764791131,9.864218131132791e-06,1.1295778502538365,1.2707942246646642,6.840284047203867,3.9277919545374136,7.431723125812351,0.0808260640626709,0.17840342154303146,1.011313516928377,1.0425841287799598,5.036682878284426,5.186752223734699,249.8130764791131,9.864218131132791e-06,7212166.223009952,0
256.9800635442077,9.659633753791474e-06,0.9808285100895211,3.1088952725989034,4.624240913193405,7.3005328898696344,4.066928017418275,0.4253095850851741,0.5642895484183182,1.4985904617114731,2.8098588459039937,2.7808719525980297,4.605436249200688,256.9800635442077,9.659633753791474e-06,3558753.3861148297,0
256.0171173633405,9.682294584818243e-06,1.1285104964903638,3.0970455610606837,5.043868872810103,7.29196988141166,4.403561691710685,0.43702629331457005,0.5435758228929777,1.5563121353045943,2.494979977080753,3.6733930282696563,5.96880932369422,256.0171173633405,9.682294584818243e-06,3740670.202375892,0
261.3792521663484,9.575595678340976e-06,0.32489347557444076,3.218767360602437,3.519471674695743,8.824763149805435,2.7565882973136984,0.3870034638512696,0.6524340213407939,1.347854930216263,5.0742378640980546,0.6665995365687677,0.6665995365687677,261.3792521663484,9.575595678340976e-06,2916657.963951171,0
256.14354741327793,9.669775200733973e-06,0.1,8.31927099370072,7.299329145200161,7.579871478722409,6.434022160696561,1.0,0.9896775166300107,99.9173343071152,90.98265988320053,6.0998653931365014,6.0998653931365014,256.14354741327793,9.669775200733973e-06,3179245.7443661485,0
253.18808393292818,9.760144004439713e-06,1.509978762313502,2.560650790984803,6.552705900942305,6.59623026761072,5.497805331834231,0.41153354329006464,0.447182143868032,1.4381990158605042,1.6116154521653878,5.904007688459871,6.216428109041113,253.18808393292818,9.760144004439713e-06,4583893.214513099,0
254.00322903058748,9.733652687866366e-06,1.3852600026052524,2.642220830034617,5.943824558794992,6.583288707169812,5.230883083725387,0.3811757896042379,0.45908650336562307,1.3292176337170987,1.6833497368095534,4.862626385874978,7.292180059101781,254.00322903058748,9.733652687866366e-06,4275069.972204119,0
251.21717518271564,9.813400703479833e-06,1.4211223676012792,1.8838198355722793,6.735439357903909,4.709659851857606,6.655641808643569,0.2478388390163243,0.3237652302974478,1.089665592223553,1.1902514970806786,5.764073382312866,5.938660972853014,251.21717518271564,9.813400703479833e-06,5517876.07638143,0
254.1707039144562,9.732922608903867e-06,5.096778421493717,8.630834073691421,7.162113556870585,5.527550884196239,5.184220163408489,0.14368067681864255,0.19139086907948158,1.0281629600532671,1.0492727446350436,11.403209497002003,11.434869228179348,254.1707039144562,9.732922608903867e-06,4488943.3099382715,0
253.23185834843528,9.756407340336526e-06,1.4636964885340036,2.5227817939247954,6.425027263503818,6.424188979877307,5.519799983314396,0.3903765257166556,0.44147776526968785,1.3591061203778343,1.5799197957874014,5.7371781455829645,6.578642572615502,253.23185834843528,9.756407340336526e-06,4530373.393562153,0
257.8241839372184,9.642302705877312e-06,0.8663761545274189,3.4734401976060543,4.362952298040188,7.962863809250423,3.5407502205379515,0.49783256326675873,0.6214876414498974,1.979268015965505,4.0650855894768485,2.734232205923448,3.7557723974581703,257.8241839372184,9.642302705877312e-06,3360266.196056073,0
250.7166564164133,9.836499357682553e-06,1.6960683059017576,1.8281362907247414,7.820817830864085,5.178342180370155,6.898656001018162,0.31190705583820943,0.31800682533373725,1.1695874895261726,1.1799362048646633,4.770763109977935,5.031082685724488,250.7166564164133,9.836499357682553e-06,6076409.615750118,0
251.04030795344116,9.828392219536514e-06,1.8152347356325693,1.9378134909041345,7.734724263265463,5.4886684154091885,6.656885484336502,0.33097869655978995,0.3307970661296548,1.203966066183807,1.2036094921420717,4.736508276543919,5.018489327245856,251.04030795344116,9.828392219536514e-06,5932946.335435976,0
245.74299183752404,1.002449684022233e-05,1.9153913812025474,0.1,9.095691171467571,1.5330667740330206,10.0,0.0,0.0,1.0,1.0,3.807935912438229,3.913984879358556,245.74299183752404,1.002449684022233e-05,27665486.218115505,0
250.279602069645,9.847521872500915e-06,3.7479153296416228,1.514768403724372,7.575355680998105,4.813288392454573,6.515623871058498,0.06113979141483888,0.22750714592026558,1.0077436853688568,1.0726621453238239,6.082716904079344,4.874419551854543,250.279602069645,9.847521872500915e-06,7136445.674465208,0
259.57514002077255,9.611416709984392e-06,0.3787381696171166,3.945686215173919,3.9897778913101343,9.055902424455345,2.8422081313319554,0.5526672262040554,0.6855586130563074,2.62585189715878,6.5239779057254115,1.4900272364093745,1.7214491127599187,259.57514002077255,9.611416709984392e-06,3025752.7133054165,0
245.8558093453399,1.0022522647704295e-05,1.7224618969533203,0.1,8.376075268329032,1.5297496734415752,9.707489707096421,0.0,0.0,1.0,1.0,3.7766709833471785,3.9158571501633532,245.8558093453399,1.0022522647704295e-05,27733651.998384587,0
