x y
0.000000 0.878285
0.002790 0.869651
0.005636 0.861060
0.008539 0.852511
0.011498 0.844005
0.014513 0.835541
0.017585 0.827119
0.020713 0.818740
0.023898 0.810403
0.027139 0.802109
0.030436 0.793857
0.033790 0.785648
0.037200 0.777481
0.040667 0.769356
0.044190 0.761274
0.047769 0.753235
0.051404 0.745238
0.055096 0.737284
0.058844 0.729372
0.062648 0.721503
0.066508 0.713677
0.070425 0.705893
0.074398 0.698151
0.078427 0.690452
0.082512 0.682796
0.086654 0.675182
0.090852 0.667611
0.095105 0.660083
0.099415 0.652597
0.103781 0.645154
0.108204 0.637753
0.112682 0.630396
0.117216 0.623080
0.121807 0.615808
0.126453 0.608578
0.131156 0.601391
0.135914 0.594246
0.140729 0.587144
0.145600 0.580085
0.150526 0.573069
0.155509 0.566095
0.160547 0.559164
0.165641 0.552276
0.170792 0.545430
0.175998 0.538627
0.181260 0.531867
0.186578 0.525150
0.191951 0.518475
0.197381 0.511843
0.202866 0.505254
0.208407 0.498708
0.214004 0.492204
0.219657 0.485743
0.225365 0.479325
0.231129 0.472950
0.236949 0.466617
0.242824 0.460328
0.248755 0.454081
0.254742 0.447876
0.260784 0.441715
0.266882 0.435596
0.273035 0.429521
0.279244 0.423488
0.285509 0.417497
0.291829 0.411550
0.298204 0.405645
0.304635 0.399784
0.311122 0.393965
0.317663 0.388188
0.324261 0.382455
0.330913 0.376764
0.337621 0.371117
0.344384 0.365512
0.351203 0.359950
0.358077 0.354430
0.365006 0.348954
0.371990 0.343520
0.379030 0.338129
0.386125 0.332781
0.393275 0.327476
0.400480 0.322213
0.407740 0.316994
0.415055 0.311817
0.422426 0.306683
0.429851 0.301592
0.437332 0.296544
0.444867 0.291538
0.452458 0.286575
0.460103 0.281655
0.467803 0.276778
0.475559 0.271944
0.483369 0.267153
0.491234 0.262404
0.499154 0.257698
0.507128 0.253035
0.515157 0.248415
0.523242 0.243837
0.531380 0.239303
0.539574 0.234811
0.547822 0.230362
0.556125 0.225955
0.564482 0.221592
