x y
1.572241 0.353744
1.576553 0.348458
1.580856 0.343209
1.585153 0.337997
1.589442 0.332824
1.593723 0.327687
1.597998 0.322589
1.602265 0.317528
1.606525 0.312504
1.610777 0.307518
1.615023 0.302570
1.619262 0.297659
1.623494 0.292786
1.627720 0.287951
1.631938 0.283153
1.636150 0.278392
1.640356 0.273669
1.644555 0.268984
1.648748 0.264337
1.652934 0.259727
1.657114 0.255155
1.661288 0.250620
1.665456 0.246123
1.669618 0.241664
1.673774 0.237243
1.677924 0.232859
1.682069 0.228514
1.686207 0.224206
1.690340 0.219936
1.694468 0.215704
1.698590 0.211509
1.702706 0.207353
1.706818 0.203235
1.710924 0.199155
1.715025 0.195113
1.719121 0.191109
1.723212 0.187144
1.727298 0.183217
1.731379 0.179328
1.735455 0.175477
1.739527 0.171665
1.743594 0.167891
1.747656 0.164156
1.751714 0.160459
1.755768 0.156801
1.759817 0.153182
1.763862 0.149602
1.767903 0.146061
1.771940 0.142558
1.775973 0.139095
1.780002 0.135670
1.784027 0.132285
1.788049 0.128939
1.792066 0.125633
1.796081 0.122366
1.800091 0.119138
1.804099 0.115950
1.808103 0.112802
1.812103 0.109694
1.816101 0.106625
1.820096 0.103597
1.824087 0.100609
1.828076 0.097661
1.832061 0.094753
1.836044 0.091886
1.840025 0.089059
1.844002 0.086273
1.847978 0.083528
1.851951 0.080824
1.855921 0.078161
1.859889 0.075539
1.863856 0.072959
1.867820 0.070420
1.871782 0.067922
1.875742 0.065467
1.879701 0.063053
1.883657 0.060681
1.887613 0.058352
1.891566 0.056065
1.895518 0.053820
1.899469 0.051618
1.903419 0.049459
1.907368 0.047343
1.911315 0.045270
1.915261 0.043240
1.919207 0.041254
1.923152 0.039312
1.927096 0.037413
1.931040 0.035559
1.934983 0.033749
1.938926 0.031983
1.942868 0.030262
1.946810 0.028586
1.950753 0.026955
1.954695 0.025369
1.958637 0.023828
1.962580 0.022334
1.966523 0.020885
1.970466 0.019483
1.974410 0.018126
1.978354 0.016817
1.982300 0.015554
1.986246 0.014338
1.990193 0.013170
1.994141 0.012049
1.998090 0.010977
2.002041 0.009952
2.005993 0.008976
2.009947 0.008048
2.013902 0.007169
2.017859 0.006340
2.021818 0.005560
2.025778 0.004829
2.029741 0.004149
2.033707 0.003519
2.037674 0.002940
2.041644 0.002412
2.045617 0.001935
2.049592 0.001510
2.053570 0.001137
2.057551 0.000816
2.061535 0.000547
2.065523 0.000332
2.069513 0.000170
2.073508 0.000061
2.077505 0.000007
2.081510 0.000004
2.085542 0.000034
2.089603 0.000095
2.093694 0.000187
2.097815 0.000310
2.101967 0.000464
2.106148 0.000649
2.110360 0.000867
2.114603 0.001116
2.118875 0.001397
2.123179 0.001710
2.127513 0.002056
2.131878 0.002435
2.136274 0.002846
2.140700 0.003291
2.145158 0.003769
2.149646 0.004280
2.154166 0.004825
2.158717 0.005405
2.163300 0.006018
2.167914 0.006666
2.172559 0.007348
2.177236 0.008065
2.181944 0.008817
2.186684 0.009604
2.191456 0.010427
2.196260 0.011286
2.201095 0.012180
2.205963 0.013110
2.210862 0.014077
2.215794 0.015080
2.220758 0.016119
2.225754 0.017196
2.230782 0.018309
2.235843 0.019460
2.240936 0.020649
2.246061 0.021875
2.251219 0.023139
2.256410 0.024441
2.261633 0.025781
2.266889 0.027160
2.272177 0.028578
2.277499 0.030034
2.282853 0.031530
2.288239 0.033065
2.293659 0.034640
2.299112 0.036254
2.304597 0.037908
2.310116 0.039602
2.315668 0.041337
2.321252 0.043112
2.326870 0.044928
2.332521 0.046784
2.338205 0.048682
2.343922 0.050621
2.349673 0.052601
2.355456 0.054623
2.361273 0.056687
2.367124 0.058793
2.373007 0.060942
2.378924 0.063132
2.384874 0.065365
2.390857 0.067641
2.396874 0.069960
2.402924 0.072322
2.409007 0.074727
2.415124 0.077176
2.421274 0.079669
2.427457 0.082205
2.433674 0.084785
2.439924 0.087410
2.446207 0.090079
2.452524 0.092792
2.458874 0.095550
2.465257 0.098353
2.471674 0.101201
2.478123 0.104094
2.484606 0.107032
2.491123 0.110016
2.497672 0.113046
2.504254 0.116121
2.510870 0.119243
2.517519 0.122410
2.524201 0.125624
2.530915 0.128884
2.537663 0.132191
2.544444 0.135544
2.551257 0.138944
2.558103 0.142392
2.564983 0.145886
2.571894 0.149428
2.578839 0.153017
2.585816 0.156653
2.592826 0.160337
2.599868 0.164069
2.606942 0.167849
2.614049 0.171677
2.621189 0.175553
2.628360 0.179477
2.635564 0.183450
2.642799 0.187471
2.650067 0.191541
2.657366 0.195659
2.664697 0.199827
2.672060 0.204043
2.679455 0.208308
2.686881 0.212622
2.694338 0.216986
2.701827 0.221398
2.709347 0.225861
2.716898 0.230372
2.724481 0.234933
2.732094 0.239544
2.739737 0.244205
2.747412 0.248915
2.755117 0.253675
2.762852 0.258485
2.770618 0.263345
2.778413 0.268255
2.786239 0.273215
2.794095 0.278225
2.801980 0.283286
2.809895 0.288397
2.817840 0.293558
2.825814 0.298769
2.833816 0.304031
2.841848 0.309343
2.849909 0.314706
2.857999 0.320119
2.866117 0.325582
2.874263 0.331097
2.882438 0.336661
2.890640 0.342277
2.898870 0.347942
2.907129 0.353659
2.915414 0.359426
2.923727 0.365244
2.932067 0.371112
2.940434 0.377031
2.948828 0.383000
2.957248 0.389020
2.965695 0.395091
2.974167 0.401212
2.982666 0.407383
2.991190 0.413605
2.999740 0.419878
3.008316 0.426201
3.016916 0.432574
3.025541 0.438998
3.034191 0.445471
3.042866 0.451996
3.051565 0.458570
3.060287 0.465194
3.069034 0.471869
3.077804 0.478593
3.086597 0.485367
3.095413 0.492192
3.104252 0.499066
3.113114 0.505989
3.121998 0.512962
3.130904 0.519985
3.139831 0.527057
3.148781 0.534179
3.157751 0.541349
3.166743 0.548569
3.175756 0.555838
3.184789 0.563156
3.193842 0.570522
3.202915 0.577937
3.212008 0.585401
3.221120 0.592912
3.230251 0.600473
3.239401 0.608081
3.248570 0.615737
3.257757 0.623441
3.266962 0.631193
3.276184 0.638992
3.285424 0.646839
3.294681 0.654732
3.303955 0.662673
3.313246 0.670661
3.322552 0.678695
3.331875 0.686776
3.341213 0.694903
3.350566 0.703076
3.359934 0.711295
3.369317 0.719559
3.378714 0.727870
3.388125 0.736225
3.397550 0.744626
3.406988 0.753072
3.416439 0.761562
3.425902 0.770097
3.435379 0.778676
3.444867 0.787298
3.454367 0.795965
3.463878 0.804675
3.473400 0.813429
3.482933 0.822226
3.492476 0.831065
3.502029 0.839947
3.511592 0.848871
3.521165 0.857837
3.530746 0.866845
3.540336 0.875895
3.549934 0.884985
3.559540 0.894117
3.569153 0.903289
3.578774 0.912502
3.588401 0.921755
3.598035 0.931047
3.607676 0.940379
3.617322 0.949750
3.626973 0.959161
3.636630 0.968609
3.646291 0.978097
3.655956 0.987622
3.665626 0.997184
3.675299 1.006784
3.684975 1.016422
3.694654 1.026095
3.704336 1.035806
3.714020 1.045552
3.723705 1.055334
3.733392 1.065151
3.743080 1.075003
3.752769 1.084891
3.762457 1.094812
3.772146 1.104767
3.781835 1.114756
3.791522 1.124778
3.801208 1.134834
3.810893 1.144921
3.820576 1.155041
3.830256 1.165193
3.839934 1.175376
3.849608 1.185590
3.859279 1.195835
3.868947 1.206110
3.878610 1.216415
3.888268 1.226750
3.897922 1.237114
3.907570 1.247507
3.917213 1.257928
3.926849 1.268376
3.936479 1.278853
3.946102 1.289357
3.955718 1.299887
3.965327 1.310444
3.974927 1.321027
3.984521 1.331626
3.994110 1.342202
4.003695 1.352753
4.013276 1.363276
4.022852 1.373773
4.032424 1.384243
4.041990 1.394685
4.051550 1.405099
4.061103 1.415484
4.070651 1.425841
4.080191 1.436168
4.089724 1.446466
4.099250 1.456734
4.108768 1.466971
4.118277 1.477177
4.127777 1.487353
4.137269 1.497497
4.146751 1.507608
4.156223 1.517688
4.165685 1.527735
4.175137 1.537749
4.184578 1.547730
4.194007 1.557676
4.203425 1.567589
4.212831 1.577468
4.222225 1.587311
4.231606 1.597120
4.240974 1.606893
4.250329 1.616630
4.259671 1.626331
4.268998 1.635996
4.278311 1.645624
4.287609 1.655215
4.296892 1.664768
4.306160 1.674284
4.315413 1.683761
4.324649 1.693200
4.333869 1.702601
4.343072 1.711962
4.352258 1.721284
4.361427 1.730567
4.370578 1.739810
4.379712 1.749012
4.388827 1.758175
4.397923 1.767296
4.407001 1.776376
4.416059 1.785416
4.425098 1.794413
4.434117 1.803369
4.443115 1.812282
4.452094 1.821154
4.461051 1.829982
4.469988 1.838768
4.478903 1.847511
4.487796 1.856210
4.496668 1.864866
4.505517 1.873478
4.514344 1.882046
4.523148 1.890570
4.531928 1.899049
4.540686 1.907483
4.549420 1.915873
4.558130 1.924217
4.566816 1.932516
4.575477 1.940769
4.584113 1.948977
4.592725 1.957138
4.601311 1.965254
4.609872 1.973323
4.618407 1.981345
4.626917 1.989321
4.635399 1.997250
4.643856 2.005132
4.652285 2.012967
4.660688 2.020754
4.669063 2.028494
4.677411 2.036186
4.685731 2.043830
4.694024 2.051427
4.702288 2.058975
4.710524 2.066475
4.718731 2.073926
4.726909 2.081329
4.735059 2.088683
4.743179 2.095989
4.751269 2.103245
4.759330 2.110453
4.767362 2.117611
4.775363 2.124720
4.783334 2.131780
4.791274 2.138790
4.799184 2.145751
4.807063 2.152662
4.814911 2.159524
4.822728 2.166336
4.830513 2.173097
4.838267 2.179809
4.845989 2.186471
4.853679 2.193083
4.861338 2.199645
4.868964 2.206156
4.876557 2.212618
4.884119 2.219029
4.891647 2.225389
4.899143 2.231700
4.906606 2.237960
4.914035 2.244169
4.921432 2.250328
4.928795 2.256436
4.936124 2.262494
4.943420 2.268502
4.950682 2.274458
4.957910 2.280365
4.965104 2.286220
4.972264 2.292025
4.979390 2.297780
4.986481 2.303483
4.993538 2.309137
5.000560 2.314739
5.007548 2.320291
5.014500 2.325793
5.021418 2.331244
5.028301 2.336645
5.035149 2.341995
5.041962 2.347294
5.048739 2.352543
5.055481 2.357742
5.062188 2.362891
5.068859 2.367989
5.075494 2.373037
5.082094 2.378034
5.088658 2.382982
5.095187 2.387880
5.101679 2.392727
5.108136 2.397525
5.114557 2.402272
5.120941 2.406970
5.127290 2.411618
5.133603 2.416216
5.139879 2.420765
5.146119 2.425264
5.152323 2.429714
5.158491 2.434115
5.164623 2.438466
5.170718 2.442768
5.176776 2.447021
5.182799 2.451224
5.188785 2.455380
5.194734 2.459486
5.200647 2.463543
5.206524 2.467552
5.212364 2.471513
5.218167 2.475425
5.223935 2.479289
5.229665 2.483105
5.235359 2.486873
5.241017 2.490593
5.246638 2.494265
5.252222 2.497890
5.257770 2.501467
5.263282 2.504997
5.268757 2.508479
5.274196 2.511915
5.279598 2.515303
5.284964 2.518645
5.290293 2.521940
5.295586 2.525189
5.300842 2.528391
5.306062 2.531547
5.311246 2.534657
5.316394 2.537721
5.321505 2.540739
5.326580 2.543711
5.331619 2.546638
5.336622 2.549520
5.341589 2.552357
5.346520 2.555148
5.351414 2.557895
5.356273 2.560597
5.361096 2.563255
5.365883 2.565869
5.370634 2.568438
5.375349 2.570963
5.380029 2.573445
5.384673 2.575883
5.389282 2.578277
5.393855 2.580628
5.398392 2.582937
5.402894 2.585202
5.407361 2.587424
5.411793 2.589604
5.416189 2.591742
5.420550 2.593837
5.424877 2.595891
5.429168 2.597902
5.433424 2.599872
5.437646 2.601801
5.441833 2.603689
5.445985 2.605535
5.450103 2.607340
5.454186 2.609105
5.458235 2.610830
5.462250 2.612514
5.466230 2.614158
5.470177 2.615762
5.474089 2.617327
5.477967 2.618852
5.481812 2.620338
5.485623 2.621785
5.489400 2.623193
5.493143 2.624562
5.496854 2.625893
5.500530 2.627185
5.504174 2.628440
5.507784 2.629657
5.511362 2.630836
5.514906 2.631977
5.518418 2.633082
5.521897 2.634149
5.525343 2.635179
5.528757 2.636173
5.532138 2.637131
5.535487 2.638052
5.538804 2.638937
5.542089 2.639787
5.545342 2.640600
5.548563 2.641379
5.551752 2.642122
5.554910 2.642831
5.558036 2.643504
5.561131 2.644143
5.564194 2.644748
5.567227 2.645319
5.570228 2.645856
5.573199 2.646359
5.576139 2.646828
5.579048 2.647265
5.581926 2.647668
5.584775 2.648038
5.587593 2.648376
5.590380 2.648681
5.593138 2.648954
5.595866 2.649195
5.598564 2.649405
5.601232 2.649582
5.603871 2.649728
5.606481 2.649844
5.609061 2.649928
5.611612 2.649981
5.614134 2.650004
5.616638 2.649989
5.619149 2.649921
5.621670 2.649800
5.624200 2.649624
5.626739 2.649395
5.629287 2.649114
5.631844 2.648780
5.634410 2.648393
5.636986 2.647955
5.639570 2.647466
5.642164 2.646925
5.644767 2.646333
5.647379 2.645690
