x y
0.000000 2.350818
0.004125 2.345915
0.008241 2.340976
0.012348 2.335999
0.016445 2.330986
0.020534 2.325936
0.024614 2.320849
0.028685 2.315725
0.032748 2.310564
0.036802 2.305366
0.040848 2.300131
0.044885 2.294859
0.048915 2.289551
0.052937 2.284205
0.056951 2.278822
0.060958 2.273402
0.064957 2.267945
0.068948 2.262451
0.072933 2.256920
0.076910 2.251351
0.080880 2.245746
0.084844 2.240103
0.088801 2.234423
0.092751 2.228706
0.096694 2.222951
0.100631 2.217159
0.104562 2.211330
0.108487 2.205463
0.112405 2.199558
0.116318 2.193616
0.120225 2.187637
0.124126 2.181620
0.128022 2.175565
0.131912 2.169472
0.135796 2.163342
0.139676 2.157173
0.143550 2.150967
0.147420 2.144723
0.151284 2.138441
0.155144 2.132120
0.158998 2.125762
0.162849 2.119365
0.166695 2.112930
0.170536 2.106456
0.174373 2.099944
0.178206 2.093394
0.182035 2.086805
0.185860 2.080177
0.189681 2.073510
0.193499 2.066805
0.197312 2.060061
0.201123 2.053277
0.204929 2.046455
0.208733 2.039593
0.212533 2.032692
0.216330 2.025752
0.220124 2.018772
0.223915 2.011753
0.227704 2.004694
0.231489 1.997595
0.235272 1.990457
0.239052 1.983278
0.242830 1.976060
0.246606 1.968801
0.250379 1.961502
0.254150 1.954162
0.257919 1.946783
0.261687 1.939362
0.265452 1.931901
0.269216 1.924399
0.272977 1.916856
0.276738 1.909272
0.280497 1.901647
0.284254 1.893980
0.288010 1.886273
0.291765 1.878523
0.295519 1.870732
0.299272 1.862899
0.303024 1.855024
0.306775 1.847107
0.310526 1.839148
0.314275 1.831146
0.318025 1.823102
0.321774 1.815016
0.325522 1.806886
0.329270 1.798714
0.333018 1.790498
0.336766 1.782240
0.340514 1.773938
0.344262 1.765592
0.348010 1.757203
0.351759 1.748770
0.355508 1.740293
0.359257 1.731772
0.363007 1.723207
0.366758 1.714597
0.370509 1.705942
0.374261 1.697243
0.378015 1.688499
0.381769 1.679709
0.385524 1.670875
0.389280 1.661995
0.393038 1.653069
0.396797 1.644097
0.400558 1.635079
0.404320 1.626015
0.408083 1.616905
0.411849 1.607748
0.415616 1.598545
0.419385 1.589294
0.423156 1.579996
0.426930 1.570651
0.430705 1.561259
0.434483 1.551819
0.438263 1.542330
0.442046 1.532794
0.445831 1.523209
0.449619 1.513576
0.453409 1.503894
0.457202 1.494162
0.460999 1.484382
0.464798 1.474552
0.468600 1.464673
0.472406 1.454744
0.476214 1.444765
0.480026 1.434735
0.483842 1.424655
0.487661 1.414524
0.491484 1.404342
0.495310 1.394109
0.499141 1.383824
0.502975 1.373488
0.506813 1.363099
0.510655 1.352659
0.514502 1.342166
0.518353 1.331620
0.522207 1.321029
0.526060 1.310470
0.529909 1.299964
0.533756 1.289510
0.537599 1.279109
0.541439 1.268759
0.545276 1.258462
0.549110 1.248216
0.552941 1.238021
0.556770 1.227878
0.560596 1.217785
0.564420 1.207742
0.568241 1.197751
0.572060 1.187809
0.575877 1.177917
0.579692 1.168075
0.583504 1.158282
0.587315 1.148539
0.591124 1.138845
0.594931 1.129199
0.598736 1.119602
0.602540 1.110054
0.606342 1.100553
0.610143 1.091101
0.613943 1.081697
0.617742 1.072340
0.621539 1.063030
0.625335 1.053768
0.629131 1.044553
0.632925 1.035384
0.636719 1.026262
0.640512 1.017187
0.644305 1.008157
0.648097 0.999174
0.651889 0.990237
0.655680 0.981345
0.659471 0.972499
0.663262 0.963699
0.667053 0.954943
0.670845 0.946233
0.674636 0.937567
0.678428 0.928946
0.682220 0.920370
0.686012 0.911837
0.689805 0.903349
0.693598 0.894905
0.697393 0.886505
0.701188 0.878149
0.704984 0.869836
0.708781 0.861567
0.712579 0.853340
0.716379 0.845157
0.720179 0.837017
0.723981 0.828920
0.727785 0.820865
0.731590 0.812853
0.735397 0.804883
0.739205 0.796956
0.743015 0.789070
0.746828 0.781227
0.750642 0.773425
0.754459 0.765665
0.758277 0.757947
0.762099 0.750270
0.765922 0.742635
0.769748 0.735040
0.773577 0.727487
0.777409 0.719975
0.781243 0.712504
0.785080 0.705073
0.788920 0.697683
0.792764 0.690334
0.796611 0.683025
0.800461 0.675756
0.804314 0.668527
0.808171 0.661339
0.812032 0.654190
0.815896 0.647081
0.819764 0.640013
0.823636 0.632983
0.827513 0.625994
0.831393 0.619044
0.835278 0.612133
0.839167 0.605261
0.843060 0.598429
0.846958 0.591636
0.850861 0.584882
0.854768 0.578167
0.858681 0.571491
0.862598 0.564853
