x y
0.000000 0.006544
0.000007 0.006577
0.000014 0.006610
0.000021 0.006643
0.000028 0.006676
0.000035 0.006708
0.000042 0.006741
0.000050 0.006773
0.000058 0.006805
0.000065 0.006837
0.000073 0.006868
0.000081 0.006900
0.000090 0.006932
0.000098 0.006963
0.000106 0.006994
0.000115 0.007025
0.000123 0.007056
0.000132 0.007086
0.000141 0.007117
0.000150 0.007147
0.000159 0.007177
0.000169 0.007207
0.000178 0.007237
0.000188 0.007267
0.000197 0.007296
0.000207 0.007326
0.000217 0.007355
0.000227 0.007384
0.000238 0.007413
0.000248 0.007441
0.000258 0.007470
0.000269 0.007498
0.000280 0.007527
0.000290 0.007555
0.000301 0.007582
0.000313 0.007610
0.000324 0.007638
0.000335 0.007665
0.000347 0.007693
0.000358 0.007720
0.000370 0.007747
0.000382 0.007773
0.000394 0.007800
0.000406 0.007826
0.000418 0.007853
0.000431 0.007879
0.000443 0.007905
0.000456 0.007931
0.000469 0.007956
0.000481 0.007982
0.000494 0.008007
0.000508 0.008032
0.000521 0.008057
0.000534 0.008082
0.000548 0.008107
0.000561 0.008132
0.000575 0.008156
0.000589 0.008180
0.000603 0.008204
0.000617 0.008228
0.000632 0.008252
0.000646 0.008275
0.000661 0.008299
0.000675 0.008322
0.000690 0.008345
0.000705 0.008368
0.000720 0.008391
0.000735 0.008414
0.000751 0.008436
0.000766 0.008458
0.000782 0.008480
0.000797 0.008502
0.000813 0.008524
0.000829 0.008546
0.000845 0.008567
0.000862 0.008589
0.000878 0.008610
0.000894 0.008631
0.000911 0.008652
0.000928 0.008673
0.000944 0.008693
0.000961 0.008713
0.000979 0.008734
0.000996 0.008754
0.001013 0.008774
0.001031 0.008793
0.001048 0.008813
0.001066 0.008832
0.001084 0.008852
0.001102 0.008871
0.001120 0.008890
0.001138 0.008908
0.001157 0.008927
0.001175 0.008946
0.001194 0.008964
0.001213 0.008982
0.001232 0.009000
0.001251 0.009018
0.001270 0.009035
0.001289 0.009053
0.001308 0.009070
0.001328 0.009087
0.001348 0.009104
0.001367 0.009121
0.001387 0.009138
0.001407 0.009155
0.001428 0.009171
0.001448 0.009187
0.001468 0.009203
0.001489 0.009219
0.001510 0.009235
0.001530 0.009250
0.001551 0.009266
0.001572 0.009281
0.001594 0.009296
0.001615 0.009311
0.001636 0.009326
0.001658 0.009341
0.001680 0.009355
0.001701 0.009369
0.001723 0.009383
0.001746 0.009397
0.001768 0.009411
0.001790 0.009425
0.001813 0.009438
0.001835 0.009452
0.001858 0.009465
0.001881 0.009478
0.001904 0.009491
0.001927 0.009503
0.001950 0.009516
0.001974 0.009528
0.001997 0.009541
0.002021 0.009553
0.002044 0.009564
0.002068 0.009576
0.002092 0.009588
0.002116 0.009599
0.002141 0.009610
0.002165 0.009622
0.002190 0.009632
0.002214 0.009643
0.002239 0.009654
0.002264 0.009664
0.002289 0.009675
0.002314 0.009685
0.002339 0.009695
0.002365 0.009704
0.002390 0.009714
0.002416 0.009724
0.002442 0.009733
0.002468 0.009742
0.002494 0.009751
0.002520 0.009760
0.002546 0.009769
0.002573 0.009777
0.002599 0.009786
0.002626 0.009794
0.002653 0.009802
0.002680 0.009810
0.002707 0.009817
0.002734 0.009825
0.002761 0.009832
0.002789 0.009840
0.002816 0.009847
0.002844 0.009854
0.002872 0.009860
0.002900 0.009867
0.002928 0.009873
0.002956 0.009880
0.002985 0.009886
0.003013 0.009892
0.003042 0.009898
0.003071 0.009903
0.003099 0.009909
0.003128 0.009914
0.003158 0.009919
0.003187 0.009924
0.003216 0.009929
0.003246 0.009934
0.003275 0.009938
0.003305 0.009943
0.003335 0.009947
0.003365 0.009951
0.003395 0.009955
0.003425 0.009959
0.003456 0.009962
0.003486 0.009966
0.003517 0.009969
0.003548 0.009972
0.003579 0.009975
0.003610 0.009978
0.003641 0.009980
0.003672 0.009983
0.003704 0.009985
0.003735 0.009987
0.003767 0.009989
0.003799 0.009991
0.003831 0.009992
0.003863 0.009994
0.003895 0.009995
