x y
0.000000 0.009994
0.000002 0.009995
0.000003 0.009996
0.000005 0.009997
0.000006 0.009998
0.000007 0.009999
0.000008 0.009999
0.000009 0.010000
0.000010 0.010000
0.000010 0.010000
0.000011 0.010000
0.000011 0.010000
0.000012 0.009999
0.000013 0.009999
0.000015 0.009998
0.000016 0.009997
0.000018 0.009996
0.000019 0.009995
0.000021 0.009993
0.000023 0.009992
0.000026 0.009990
0.000028 0.009988
0.000031 0.009986
0.000033 0.009984
0.000036 0.009981
0.000039 0.009979
0.000043 0.009976
0.000046 0.009973
0.000050 0.009970
0.000053 0.009967
0.000057 0.009964
0.000061 0.009960
0.000066 0.009957
0.000070 0.009953
0.000075 0.009949
0.000080 0.009945
0.000085 0.009941
0.000090 0.009936
0.000095 0.009932
0.000100 0.009927
0.000106 0.009922
0.000112 0.009917
0.000118 0.009911
0.000124 0.009906
0.000130 0.009901
0.000137 0.009895
0.000144 0.009889
0.000150 0.009883
0.000157 0.009877
0.000165 0.009870
0.000172 0.009864
0.000179 0.009857
0.000187 0.009850
0.000195 0.009843
0.000203 0.009836
0.000211 0.009829
0.000219 0.009821
0.000228 0.009814
0.000237 0.009806
0.000245 0.009798
0.000255 0.009790
0.000264 0.009781
0.000273 0.009773
0.000283 0.009764
0.000292 0.009756
0.000302 0.009747
0.000312 0.009738
0.000322 0.009728
0.000333 0.009719
0.000343 0.009709
0.000354 0.009700
0.000365 0.009690
0.000376 0.009680
0.000387 0.009669
0.000399 0.009659
0.000410 0.009649
0.000422 0.009638
0.000434 0.009627
0.000446 0.009616
0.000458 0.009605
0.000471 0.009593
0.000483 0.009582
0.000496 0.009570
0.000509 0.009559
0.000522 0.009547
0.000535 0.009534
0.000549 0.009522
0.000562 0.009510
0.000576 0.009497
0.000590 0.009484
0.000604 0.009471
0.000619 0.009458
0.000633 0.009445
0.000648 0.009432
0.000662 0.009418
0.000677 0.009404
0.000692 0.009390
0.000708 0.009376
0.000723 0.009362
0.000739 0.009348
0.000755 0.009333
0.000771 0.009319
0.000787 0.009304
0.000803 0.009289
0.000820 0.009273
0.000836 0.009258
0.000853 0.009243
0.000870 0.009227
0.000887 0.009211
0.000905 0.009195
0.000922 0.009179
0.000940 0.009163
0.000958 0.009146
0.000976 0.009130
0.000994 0.009113
0.001012 0.009096
0.001031 0.009079
0.001049 0.009062
0.001068 0.009044
0.001087 0.009027
0.001107 0.009009
0.001126 0.008991
0.001145 0.008973
0.001165 0.008955
0.001185 0.008936
0.001205 0.008918
0.001225 0.008899
0.001246 0.008880
0.001266 0.008861
0.001287 0.008842
0.001308 0.008823
0.001329 0.008803
0.001350 0.008784
0.001372 0.008764
0.001393 0.008744
0.001415 0.008724
0.001437 0.008703
0.001459 0.008683
0.001481 0.008662
0.001504 0.008641
0.001526 0.008621
0.001549 0.008599
0.001572 0.008578
0.001595 0.008557
0.001618 0.008535
0.001642 0.008513
0.001665 0.008492
0.001689 0.008469
0.001713 0.008447
0.001737 0.008425
0.001761 0.008402
0.001786 0.008380
0.001810 0.008357
0.001835 0.008334
0.001860 0.008311
0.001885 0.008287
0.001911 0.008264
0.001936 0.008240
0.001962 0.008216
0.001988 0.008192
0.002013 0.008168
0.002040 0.008144
0.002066 0.008119
0.002092 0.008095
0.002119 0.008070
0.002146 0.008045
0.002173 0.008020
0.002200 0.007995
0.002227 0.007969
0.002255 0.007944
0.002283 0.007918
0.002310 0.007892
0.002338 0.007866
0.002367 0.007840
0.002395 0.007813
0.002424 0.007787
0.002452 0.007760
0.002481 0.007733
0.002510 0.007706
0.002539 0.007679
0.002569 0.007652
0.002598 0.007624
0.002628 0.007596
0.002658 0.007569
0.002688 0.007541
0.002718 0.007512
0.002748 0.007484
0.002779 0.007456
0.002810 0.007427
0.002841 0.007398
0.002872 0.007369
0.002903 0.007340
0.002934 0.007311
0.002966 0.007281
0.002998 0.007252
0.003030 0.007222
0.003062 0.007192
0.003094 0.007162
0.003126 0.007132
0.003159 0.007102
0.003192 0.007071
0.003225 0.007040
0.003258 0.007009
0.003291 0.006978
0.003324 0.006947
0.003358 0.006916
0.003392 0.006884
0.003426 0.006853
0.003460 0.006821
0.003494 0.006789
0.003529 0.006757
0.003563 0.006724
0.003598 0.006692
0.003633 0.006659
0.003668 0.006626
0.003703 0.006593
0.003739 0.006560
0.003775 0.006527
0.003810 0.006494
0.003846 0.006460
0.003882 0.006426
0.003919 0.006392
0.003955 0.006358
0.003992 0.006324
0.004029 0.006290
0.004066 0.006255
0.004103 0.006220
0.004140 0.006186
0.004178 0.006151
0.004215 0.006115
0.004253 0.006080
0.004291 0.006044
0.004329 0.006009
0.004368 0.005973
0.004406 0.005937
0.004445 0.005901
0.004484 0.005864
0.004523 0.005828
0.004562 0.005791
0.004602 0.005755
0.004641 0.005718
0.004681 0.005680
0.004721 0.005643
0.004761 0.005606
0.004801 0.005568
0.004841 0.005530
0.004882 0.005493
0.004923 0.005454
0.004963 0.005416
0.005005 0.005378
0.005046 0.005339
0.005087 0.005301
0.005129 0.005262
0.005170 0.005223
0.005212 0.005183
0.005254 0.005144
0.005297 0.005105
0.005339 0.005065
0.005382 0.005025
0.005424 0.004985
0.005467 0.004945
0.005510 0.004905
0.005552 0.004866
0.005594 0.004826
0.005636 0.004787
0.005678 0.004748
0.005719 0.004709
0.005761 0.004670
0.005802 0.004632
0.005843 0.004593
0.005884 0.004555
0.005925 0.004517
0.005966 0.004479
0.006006 0.004441
0.006046 0.004404
0.006086 0.004366
0.006126 0.004329
0.006166 0.004292
0.006206 0.004255
0.006245 0.004218
0.006285 0.004181
0.006324 0.004145
0.006363 0.004108
0.006401 0.004072
0.006440 0.004036
