x y
13.438586 0.254502
13.458773 0.245206
13.478988 0.236067
13.499230 0.227087
13.519501 0.218266
13.539802 0.209604
13.560133 0.201103
13.580496 0.192764
13.600890 0.184586
13.621317 0.176571
13.641778 0.168719
13.662274 0.161032
13.682804 0.153510
13.703371 0.146155
13.723975 0.138966
13.744617 0.131944
13.765299 0.125092
13.786019 0.118409
13.806781 0.111896
13.827584 0.105555
13.848430 0.099387
13.869319 0.093392
13.890253 0.087571
13.911233 0.081926
13.932259 0.076457
13.953332 0.071166
13.974454 0.066054
13.995626 0.061121
14.016848 0.056370
14.038121 0.051800
14.059448 0.047414
14.080828 0.043213
14.102263 0.039197
14.123754 0.035368
14.145302 0.031728
14.166908 0.028277
14.188574 0.025017
14.210300 0.021950
14.232088 0.019076
14.253939 0.016397
14.275854 0.013915
14.297834 0.011631
14.319881 0.009546
14.341996 0.007663
14.364181 0.005982
14.386435 0.004505
14.408762 0.003235
14.431162 0.002171
14.453636 0.001317
14.476186 0.000674
14.498814 0.000243
14.521520 0.000027
14.544305 0.000013
14.567156 0.000117
14.590072 0.000325
14.613052 0.000638
14.636096 0.001058
14.659205 0.001585
14.682376 0.002220
14.705612 0.002963
14.728910 0.003817
14.752271 0.004782
14.775694 0.005858
14.799180 0.007046
14.822727 0.008348
14.846336 0.009765
14.870006 0.011297
14.893737 0.012945
14.917529 0.014710
14.941381 0.016593
14.965292 0.018595
14.989264 0.020717
15.013294 0.022960
15.037383 0.025325
15.061530 0.027812
15.085736 0.030423
15.109999 0.033159
15.134319 0.036020
15.158696 0.039007
15.183129 0.042122
15.207618 0.045365
15.232162 0.048737
15.256762 0.052240
15.281416 0.055873
15.306123 0.059639
15.330885 0.063537
15.355699 0.067570
15.380566 0.071737
15.405485 0.076040
15.430455 0.080480
15.455476 0.085058
15.480548 0.089774
15.505669 0.094630
15.530840 0.099626
15.556060 0.104763
15.581327 0.110043
15.606643 0.115467
15.632005 0.121034
15.657413 0.126747
15.682867 0.132605
15.708366 0.138611
15.733910 0.144765
15.759497 0.151067
15.785128 0.157520
15.810801 0.164123
15.836515 0.170877
15.862271 0.177785
15.888067 0.184846
15.913903 0.192061
15.939778 0.199431
15.965690 0.206958
15.991641 0.214641
16.017628 0.222483
16.043650 0.230484
16.069708 0.238644
16.095801 0.246965
16.121926 0.255448
16.148085 0.264093
16.174275 0.272901
16.200497 0.281874
16.226748 0.291011
16.253029 0.300315
16.279339 0.309785
16.305676 0.319423
16.332040 0.329229
16.358429 0.339205
16.384844 0.349351
16.411282 0.359667
16.437744 0.370156
16.464228 0.380817
16.490733 0.391651
16.517258 0.402660
16.543802 0.413844
16.570365 0.425203
16.596944 0.436740
16.623540 0.448453
16.650151 0.460345
16.676777 0.472415
16.703415 0.484665
16.730066 0.497095
16.756727 0.509707
16.783398 0.522500
16.810079 0.535476
16.836767 0.548635
16.863461 0.561978
16.890161 0.575505
16.916866 0.589218
16.943573 0.603117
16.970283 0.617202
16.996994 0.631475
17.023704 0.645935
17.050413 0.660584
17.077120 0.675422
17.103822 0.690450
17.130520 0.705668
17.157211 0.721077
17.183895 0.736678
17.210570 0.752470
17.237235 0.768455
17.263888 0.784633
17.290529 0.801005
17.317157 0.817570
17.343769 0.834330
17.370365 0.851286
17.396942 0.868436
17.423501 0.885783
17.450040 0.903326
17.476556 0.921066
17.503050 0.939003
17.529519 0.957138
17.555962 0.975471
17.582378 0.994002
17.608766 1.012732
17.635123 1.031660
17.661450 1.050788
17.687743 1.070116
17.714002 1.089643
17.740225 1.109371
17.766412 1.129299
17.792559 1.149428
17.818667 1.169757
17.844733 1.190288
17.870757 1.211020
17.896736 1.231953
17.922669 1.253087
17.948555 1.274424
17.974392 1.295962
18.000178 1.317702
18.025913 1.339643
18.051594 1.361787
18.077221 1.384133
18.102791 1.406680
18.128303 1.429430
18.153756 1.452382
18.179148 1.475535
18.204477 1.498891
18.229742 1.522448
18.254942 1.546207
18.280074 1.570167
18.305137 1.594329
18.330130 1.618692
18.355052 1.643256
18.379899 1.668021
18.404672 1.692986
18.429368 1.718152
18.453986 1.743518
18.478524 1.769083
18.502981 1.794848
18.527355 1.820812
18.551644 1.846975
18.575847 1.873336
18.599963 1.899896
18.623989 1.926652
18.647924 1.953606
18.671767 1.980757
18.695516 2.008103
18.719168 2.035646
18.742724 2.063383
18.766181 2.091315
18.789537 2.119441
18.812792 2.147760
18.835942 2.176272
18.858988 2.204976
18.881926 2.233871
18.904756 2.262957
18.927477 2.292233
18.950085 2.321698
18.972581 2.351352
18.994962 2.381193
19.017227 2.411221
19.039373 2.441436
19.061401 2.471835
19.083307 2.502419
19.105092 2.533186
19.126752 2.564136
19.148286 2.595267
19.169693 2.626579
19.190972 2.658070
19.212121 2.689740
19.233138 2.721587
19.254022 2.753611
19.274771 2.785810
19.295384 2.818183
19.315859 2.850729
19.336196 2.883448
19.356392 2.916337
19.376445 2.949396
19.396356 2.982623
19.416121 3.016017
19.435740 3.049577
19.455211 3.083301
19.474533 3.117189
19.493705 3.151239
19.512724 3.185449
19.531591 3.219819
19.550302 3.254346
19.568858 3.289030
19.587256 3.323869
19.605495 3.358861
19.623574 3.394005
19.641492 3.429300
19.659248 3.464743
19.676839 3.500335
19.694265 3.536072
19.711525 3.571953
19.728617 3.607977
19.745540 3.644143
19.762294 3.680447
19.778875 3.716890
19.795285 3.753469
19.811520 3.790182
19.827581 3.827028
19.843466 3.864005
19.859174 3.901111
19.874704 3.938345
19.890055 3.975705
19.905225 4.013188
19.920214 4.050794
19.935021 4.088520
19.949644 4.126365
19.964083 4.164326
19.978336 4.202402
19.992404 4.240590
20.006284 4.278890
20.019976 4.317299
20.033478 4.355815
20.046791 4.394436
20.059913 4.433160
20.072844 4.471985
20.085582 4.510910
20.098126 4.549932
20.110477 4.589049
20.122632 4.628259
20.134592 4.667560
20.146356 4.706951
20.157923 4.746429
20.169292 4.785991
20.180462 4.825637
20.191434 4.865364
20.202206 4.905169
20.212777 4.945051
20.223148 4.985007
20.233392 5.025008
20.243786 5.064946
20.254357 5.104809
20.265104 5.144595
20.276027 5.184302
20.287126 5.223927
20.298398 5.263468
20.309845 5.302925
20.321464 5.342293
20.333256 5.381572
20.345220 5.420759
20.357354 5.459853
20.369659 5.498850
20.382133 5.537750
20.394776 5.576551
20.407587 5.615249
20.420565 5.653844
20.433710 5.692333
20.447019 5.730715
20.460494 5.768987
20.474131 5.807148
20.487932 5.845195
20.501895 5.883127
20.516018 5.920942
20.530301 5.958638
20.544744 5.996214
20.559344 6.033666
20.574102 6.070995
20.589016 6.108197
20.604084 6.145271
20.619307 6.182215
20.634683 6.219028
20.650210 6.255708
20.665889 6.292253
20.681717 6.328661
20.697694 6.364931
20.713818 6.401062
20.730089 6.437050
20.746505 6.472896
20.763065 6.508597
20.779768 6.544151
20.796613 6.579558
20.813599 6.614815
20.830724 6.649921
20.847987 6.684875
20.865387 6.719675
20.882923 6.754320
20.900594 6.788808
20.918397 6.823138
20.936333 6.857308
20.954399 6.891318
20.972595 6.925165
20.990919 6.958848
21.009370 6.992367
21.027947 7.025720
21.046648 7.058905
21.065471 7.091921
21.084417 7.124768
21.103482 7.157443
21.122667 7.189946
21.141969 7.222276
21.161387 7.254432
21.180921 7.286411
21.200568 7.318214
21.220326 7.349839
21.240196 7.381286
21.260175 7.412553
21.280262 7.443638
21.300456 7.474542
21.320755 7.505264
